Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
101597.0,0.91311613528992,1.1453810871791,-4.6028779327350495,2.09180337375362,-0.473223859280585,-2.0854358325571,-1.67124403232231,0.0943965856348779,0.337798765397573,-4.431809631728201,4.871979859760518,-5.395221176789369,1.33250215621937,-4.6037966920746385,-0.77731354811867,-2.57189156103509,-3.00361530529652,-0.225441388417525,0.252273565031692,0.5089847482909801,0.4014157410989601,-0.0849334160429759,-0.19768443449478496,-0.28327107898255705,0.387597335722074,-0.553526986386025,0.516274456782261,0.270828187083758,147.87,1
12.0,-0.7524170429566049,0.345485415344747,2.05732291276727,-1.4686432984004598,-1.1583936804082,-0.0778498291166733,-0.608581418236123,0.00360348436201849,-0.436166983515744,0.7477308271928019,-0.7939806028372208,-0.770406728847129,1.04762699748088,-1.06660368148653,1.10695345662141,1.66011355713381,-0.279265373246772,-0.419994141181313,0.432535348618175,0.263450864446125,0.499624954671111,1.3536504855723102,-0.256573280448308,-0.0650837078816517,-0.0391243535426488,-0.0870864732146962,-0.18099750009272106,0.129394059390202,15.99,0
144509.0,2.04198645908791,-0.102514320471864,-1.17577233591526,0.22448381904479,0.0782461438034438,-0.703942953690881,0.0813088516101346,-0.172794681645055,0.289458719539982,0.23985708348789606,0.68779496778173,1.07199696662902,0.129734876136393,0.434051304754726,-0.647433658705572,0.179998688630876,-0.6603968477329439,-0.281570121241853,0.5554666942307471,-0.19693540307668306,-0.257497649609084,-0.637746237314464,0.287137357265185,-0.33340575143962,-0.282646907088017,0.19797700195938894,-0.0743521480847841,-0.0731539293102378,1.79,0
55618.0,-7.4279242314783005,2.94820920837905,-8.67855038407896,5.18530347959595,-4.761089972616911,-0.95709501604379,-7.77337978477431,0.7173092737811909,-3.68235923846278,-8.40315026242229,5.70520550718269,-8.6407464115182,-1.60292501896209,-9.46613912320431,0.137324186945341,-7.30324272860725,-12.4480392359586,-4.33283424125087,2.35202964025176,-0.123085015912889,-0.299847070706951,0.610478813685703,0.789022761446755,-0.5645119395094521,0.201195825477742,-0.111225430586455,1.14459850910478,0.102279545438297,130.44,1
61646.0,-1.52230450950001,1.50515204317029,0.372364350808073,2.28686855813503,-0.526518744404641,0.998593092488712,-1.0875560400314,-0.027248402908359,-0.5330012512905561,0.169572797878818,2.79039639060721,-2.31695189213093,-0.78253178710191,-3.43173796295146,-0.527701760836688,-3.2935576903327,-3.9014989836975498,-2.52544048175208,0.7951442202338399,0.41280062072123297,0.332216175668172,0.493980864616249,-0.0801982925908616,-0.253327337787628,-0.477799682605952,0.991739677999628,-0.952553959120801,-0.39036399798095,19.04,1
152307.0,-5.22296817637504,4.64182734988813,-8.85820420925725,7.72350199432307,-1.5070349562584902,-2.15948357376289,-4.20516409588397,0.979334284202064,-1.50563737438727,-2.23906626105695,4.231393304496169,-8.49348798082106,-1.09281084673483,-13.237558513960302,1.1840864824863,-4.18641517783122,-5.4925357862562585,-1.21610811302066,1.04610451099676,-0.176673248133323,0.5618921739507751,0.624206816460912,0.536428910734314,-0.6283337124110961,-0.22265123055129504,0.382208361920644,-2.6930356893785,0.407935125898827,1.0,1
20451.0,-15.819178720771804,8.7759971528627,-22.8046864614815,11.864868080360699,-9.09236053189517,-2.38689320657655,-16.5603681078199,0.948348594786058,-6.31065843275059,-13.0888909176936,9.81570317447819,-14.0560611837648,0.777191846436601,-13.7610179615936,-0.353635939812489,-7.9574472262599505,-11.9629542349435,-4.7805077876172,0.652498045264831,0.992278949261366,-2.35063374523783,1.03636187430048,1.13605073696052,-1.0434137405139,-0.10892334328198,0.657436778462222,2.13642447085514,-1.41194537483904,1.0,1
51642.0,1.1545841623951598,0.16284860640111598,0.355561716360494,0.588505800693891,-0.34591748252381804,-0.426190904666684,-0.180565009477601,0.145165275696132,-0.041430103625251,-0.118861149023949,1.8061805105169,0.36131722442972,-1.2574693372576002,0.216988450859973,0.7780005422370291,0.38635978401464,0.172889923118377,-0.15408302666406198,-0.334732426971757,-0.193684100087658,-0.210266479138498,-0.675813028232622,0.187466477768124,0.147214324283895,0.0405510290893642,0.0985482526867032,-0.018960553006225,0.0164402243951855,1.98,0
45501.0,1.00199171536791,0.047938380305255,-0.349001552412107,1.4939584366509098,0.186938875230095,0.19096563438086495,-0.00111210422593577,0.147140194715723,0.580415339651519,-0.792937990748917,-0.984171728067149,-0.5673800648959211,-1.10559224967424,-1.38121354248053,0.405490421163411,0.279890165223202,1.1321602098483,0.0929929763441439,-0.2989204554359749,0.016003673251105,-0.334417439439,-1.01431467260935,-0.128427315817252,-0.946241837638308,0.456090274720588,-0.453205972393371,0.0466270924243456,0.0646983543716214,105.99,1
121238.0,-2.6289219948102702,2.2756363708417,-3.74536934909195,1.22694819658893,-1.13296649495042,-1.25635309994595,-1.75241984877631,0.281736387178617,-1.7923429718136998,-4.82077941422469,4.17609762346479,-4.61900987976999,0.7426895415055041,-7.63696288811138,-0.197887605182768,-4.14039566725884,-7.604714832499338,-1.52450539738207,1.27132193138436,0.13310647479152302,0.8707295824355359,1.2694727890984498,-0.265494007565328,-0.4805486109008271,0.169665130870596,0.0960810570397914,0.0700362725602789,0.0637683649579152,144.62,1
